Timestamp,cof_level,milk_level,con_level,predicted_attack,actual_attack
2024-08-14 00:10:00,48.8,45.1,6.5,True,True
2024-08-14 00:10:00,38.8,35.1,100,False,False
2024-08-14 00:10:00,28.8,25.1,100,False,False
2024-08-14 00:10:00,18.8,25.1,100,False,False
2024-08-14 00:10:00,8.8,25.1,90,True,False
2024-08-14 00:10:00,90,25.1,80,False,False
2024-08-14 00:10:00,62.4,3.8,52.7,True,True
2024-08-14 00:10:00,52.4,100,42.7,False,False
2024-08-14 00:10:00,42.4,90,42.7,False,False
2024-08-14 00:10:01,32.4,90,32.7,False,False
2024-08-14 00:10:01,22.4,90,32.7,False,False
2024-08-14 00:10:01,12.4,90,32.7,False,False
2024-08-14 00:10:01,2.4,90,32.7,True,False
2024-08-14 00:10:01,90,90,22.7,False,False
2024-08-14 00:10:01,80,90,12.7,False,False
2024-08-14 00:10:01,70,80,12.7,False,False
2024-08-14 00:10:01,61.2,74.9,6.1,True,True
2024-08-14 00:10:01,6.8,18.8,46.0,True,True
2024-08-14 00:10:01,91.6,8.4,33.1,True,True
2024-08-14 00:10:01,66.8,80.2,6.1,True,True
2024-08-14 00:10:01,56.8,80.2,100,False,False
2024-08-14 00:10:01,46.8,80.2,90,False,False
2024-08-14 00:10:01,36.8,70.2,90,False,False
2024-08-14 00:10:01,26.8,70.2,80,False,False
2024-08-14 00:10:01,16.8,70.2,70,False,False
2024-08-14 00:10:01,6.8,70.2,70,True,False
2024-08-14 00:10:01,90,70.2,60,False,False
2024-08-14 00:10:01,33.4,21.7,7.0,True,True
2024-08-14 00:10:01,23.4,21.7,90,False,False
2024-08-14 00:10:01,13.4,21.7,80,False,False
2024-08-14 00:10:01,5.9,14.9,71.7,True,True
2024-08-14 00:10:02,90,14.9,61.7,False,False
2024-08-14 00:10:02,80,14.9,61.7,False,False
2024-08-14 00:10:02,70,14.9,61.7,False,False
2024-08-14 00:10:02,63.6,7.3,59.9,True,True
2024-08-14 00:10:02,53.6,90,59.9,False,False
2024-08-14 00:10:02,43.6,90,49.9,False,False
2024-08-14 00:10:02,33.6,80,49.9,False,False
2024-08-14 00:10:02,23.6,80,49.9,False,False
2024-08-14 00:10:02,13.6,80,39.9,False,False
2024-08-14 00:10:02,3.6,80,29.9,True,False
2024-08-14 00:10:02,70.1,53.6,4.9,True,True
2024-08-14 00:10:02,14.5,7.2,50.3,True,True
2024-08-14 00:10:02,4.5,100,50.3,True,False
2024-08-14 00:10:02,90,90,50.3,False,False
2024-08-14 00:10:02,80,90,40.3,False,False
2024-08-14 00:10:02,51.6,55.9,8.3,True,True
2024-08-14 00:10:02,41.6,55.9,90,False,False
2024-08-14 00:10:02,31.6,55.9,80,False,False
2024-08-14 00:10:02,6.0,14.3,41.9,True,True
2024-08-14 00:10:02,90,14.3,31.9,False,False
2024-08-14 00:10:03,80,4.3,31.9,True,False
2024-08-14 00:10:03,38.4,69.8,2.9,True,True
2024-08-14 00:10:03,28.4,59.8,100,False,False
2024-08-14 00:10:03,9.7,44.9,87.5,True,True
2024-08-14 00:10:03,63.6,3.2,47.0,True,True
2024-08-14 00:10:03,53.6,90,47.0,False,False
2024-08-14 00:10:03,17.7,60.4,3.2,True,True
2024-08-14 00:10:03,7.7,50.4,100,True,False
2024-08-14 00:10:03,49.2,3.8,67.8,True,True
2024-08-14 00:10:03,39.2,100,67.8,False,False
2024-08-14 00:10:03,29.2,90,67.8,False,False
2024-08-14 00:10:03,9.6,62.2,43.5,True,True
2024-08-14 00:10:03,90,62.2,43.5,False,False
2024-08-14 00:10:03,54.7,30.2,5.6,True,True
2024-08-14 00:10:03,44.7,30.2,100,False,False
2024-08-14 00:10:03,34.7,30.2,90,False,False
2024-08-14 00:10:03,24.7,30.2,90,False,False
2024-08-14 00:10:03,14.7,20.2,90,False,False
2024-08-14 00:10:03,4.7,20.2,80,True,False
2024-08-14 00:10:03,90,20.2,80,False,False
2024-08-14 00:10:03,80,20.2,70,False,False
2024-08-14 00:10:04,70,20.2,60,False,False
2024-08-14 00:10:04,60,20.2,60,False,False
2024-08-14 00:10:04,50,20.2,60,False,False
2024-08-14 00:10:04,40,20.2,60,False,False
2024-08-14 00:10:04,32.5,9.5,41.6,False,True
2024-08-14 00:10:04,22.5,100,31.6,False,False
2024-08-14 00:10:04,5.9,91.2,17.7,True,True
2024-08-14 00:10:04,90,91.2,7.7,True,False
2024-08-14 00:10:04,80,91.2,100,False,False
2024-08-14 00:10:04,7.6,22.6,48.2,True,True
2024-08-14 00:10:04,90,22.6,48.2,False,False
2024-08-14 00:10:04,80,12.6,48.2,False,False
2024-08-14 00:10:04,70,2.6,48.2,True,False
2024-08-14 00:10:04,60,100,38.2,False,False
2024-08-14 00:10:04,50,90,38.2,False,False
2024-08-14 00:10:04,19.1,63.6,8.5,True,True
2024-08-14 00:10:04,9.1,53.6,100,True,False
2024-08-14 00:10:04,90,53.6,100,False,False
2024-08-14 00:10:04,80,53.6,90,False,False
2024-08-14 00:10:04,70,43.6,90,False,False
2024-08-14 00:10:04,60,33.6,90,False,False
2024-08-14 00:10:04,38.2,7.8,76.0,True,True
2024-08-14 00:10:05,28.2,90,76.0,False,False
2024-08-14 00:10:05,18.2,90,76.0,False,False
2024-08-14 00:10:05,8.7,80.5,60.6,True,True
2024-08-14 00:10:05,90,80.5,60.6,False,False
2024-08-14 00:10:05,34.0,33.3,7.9,True,True
2024-08-14 00:10:05,5.9,10.9,84.6,True,True
2024-08-14 00:10:05,90,0.9,84.6,True,False
2024-08-14 00:10:05,7.8,44.4,18.3,True,True
2024-08-14 00:10:05,90,44.4,18.3,False,False
2024-08-14 00:10:05,80,34.4,18.3,False,False
2024-08-14 00:10:05,61.3,16.3,5.2,True,True
2024-08-14 00:10:05,51.3,16.3,100,False,False
2024-08-14 00:10:05,41.3,16.3,90,False,False
2024-08-14 00:10:05,33.0,6.0,75.4,True,True
2024-08-14 00:10:05,23.0,100,75.4,False,False
2024-08-14 00:10:05,13.0,100,75.4,False,False
2024-08-14 00:10:05,3.0,100,65.4,True,False
2024-08-14 00:10:05,90,90,65.4,False,False
2024-08-14 00:10:05,80,90,55.4,False,False
2024-08-14 00:10:05,70,80,55.4,False,False
2024-08-14 00:10:05,60,70,55.4,False,False
2024-08-14 00:10:06,50,60,55.4,False,False
2024-08-14 00:10:06,40,50,55.4,False,False
2024-08-14 00:10:06,30,50,45.4,False,False
2024-08-14 00:10:06,20,50,45.4,False,False
2024-08-14 00:10:06,10,50,35.4,True,False
2024-08-14 00:10:06,0,50,25.4,True,False
2024-08-14 00:10:06,80.9,35.7,4.0,True,True
2024-08-14 00:10:06,70.9,35.7,100,False,False
2024-08-14 00:10:06,60.9,35.7,100,False,False
2024-08-14 00:10:06,34.2,9.6,71.2,False,True
2024-08-14 00:10:06,24.2,100,71.2,False,False
2024-08-14 00:10:06,14.2,100,71.2,False,False
2024-08-14 00:10:06,4.2,90,71.2,True,False
2024-08-14 00:10:06,29.8,26.3,4.3,True,True
2024-08-14 00:10:06,19.8,26.3,90,False,False
2024-08-14 00:10:06,9.8,26.3,80,True,False
2024-08-14 00:10:06,88.1,8.4,58.6,True,True
2024-08-14 00:10:06,78.1,100,48.6,False,False
2024-08-14 00:10:06,32.1,61.3,8.8,False,True
2024-08-14 00:10:06,6.9,27.8,56.9,True,True
2024-08-14 00:10:06,90,27.8,46.9,False,False
2024-08-14 00:10:07,80,27.8,46.9,False,False
2024-08-14 00:10:07,70,17.8,46.9,False,False
2024-08-14 00:10:07,64.0,4.3,36.3,True,True
2024-08-14 00:10:07,54.0,100,36.3,False,False
2024-08-14 00:10:07,44.0,90,36.3,False,False
2024-08-14 00:10:07,34.0,90,26.3,False,False
2024-08-14 00:10:07,24.0,90,26.3,False,False
2024-08-14 00:10:07,5.3,78.9,11.4,True,True
2024-08-14 00:10:07,90,78.9,1.4,True,False
2024-08-14 00:10:07,80,78.9,90,False,False
2024-08-14 00:10:07,70,78.9,80,False,False
2024-08-14 00:10:07,8.0,22.8,24.9,True,True
2024-08-14 00:10:07,90,22.8,24.9,False,False
2024-08-14 00:10:07,78.1,8.0,17.1,True,True
2024-08-14 00:10:07,68.1,100,7.1,True,False
2024-08-14 00:10:07,58.1,90,100,False,False
2024-08-14 00:10:07,48.1,90,90,False,False
2024-08-14 00:10:07,6.1,38.1,38.1,True,True
2024-08-14 00:10:07,90,38.1,28.1,False,False
2024-08-14 00:10:07,80,38.1,28.1,False,False
2024-08-14 00:10:07,70,38.1,18.1,False,False
2024-08-14 00:10:07,60,38.1,18.1,False,False
2024-08-14 00:10:08,50,38.1,8.1,True,False
2024-08-14 00:10:08,18.2,5.4,77.1,True,True
2024-08-14 00:10:08,8.2,90,77.1,True,False
2024-08-14 00:10:08,27.7,12.0,1.7,True,True
2024-08-14 00:10:08,17.7,12.0,100,False,False
2024-08-14 00:10:08,7.7,2.0,100,True,False
2024-08-14 00:10:08,90,100,100,False,False
2024-08-14 00:10:08,10.0,16.6,23.8,True,True
2024-08-14 00:10:08,90,6.6,23.8,True,False
2024-08-14 00:10:08,80,100,13.8,False,False
2024-08-14 00:10:08,75.7,92.2,5.5,True,True
2024-08-14 00:10:08,65.7,82.2,100,False,False
2024-08-14 00:10:08,55.7,82.2,90,False,False
2024-08-14 00:10:08,45.7,72.2,90,False,False
2024-08-14 00:10:08,3.9,36.6,54.1,True,True
2024-08-14 00:10:08,58.1,9.5,26.6,False,True
2024-08-14 00:10:08,30.6,68.6,4.5,True,True
2024-08-14 00:10:08,20.6,68.6,90,False,False
2024-08-14 00:10:08,10.6,68.6,80,True,False
2024-08-14 00:10:08,0.6,68.6,80,True,False
2024-08-14 00:10:08,29.4,9.2,6.1,True,True
2024-08-14 00:10:09,19.4,100,100,False,False
2024-08-14 00:10:09,6.8,90.9,88.2,True,True
2024-08-14 00:10:09,90,90.9,88.2,False,False
2024-08-14 00:10:09,80,80.9,88.2,False,False
2024-08-14 00:10:09,70,80.9,78.2,False,False
2024-08-14 00:10:09,16.2,17.8,8.8,False,True
2024-08-14 00:10:09,6.2,17.8,100,True,False
2024-08-14 00:10:09,90,17.8,100,False,False
2024-08-14 00:10:09,80,17.8,90,False,False
2024-08-14 00:10:09,70,17.8,80,False,False
2024-08-14 00:10:09,60,17.8,80,False,False
2024-08-14 00:10:09,50,7.8,80,True,False
2024-08-14 00:10:09,40,90,80,False,False
2024-08-14 00:10:09,30,90,70,False,False
2024-08-14 00:10:09,20,80,70,False,False
2024-08-14 00:10:09,10,80,60,True,False
2024-08-14 00:10:09,5.0,73.3,52.9,True,True
2024-08-14 00:10:09,90,73.3,52.9,False,False
2024-08-14 00:10:09,80,63.3,52.9,False,False
2024-08-14 00:10:09,70,63.3,42.9,False,False
2024-08-14 00:10:09,36.5,38.3,4.3,True,True
2024-08-14 00:10:09,26.5,28.3,100,False,False
2024-08-14 00:10:10,16.5,28.3,90,False,False
2024-08-14 00:10:10,6.5,28.3,90,True,False
2024-08-14 00:10:10,90,18.3,90,False,False
2024-08-14 00:10:10,80,18.3,90,False,False
2024-08-14 00:10:10,70,8.3,90,True,False
2024-08-14 00:10:10,9.5,19.5,29.3,True,True
2024-08-14 00:10:10,90,19.5,29.3,False,False
2024-08-14 00:10:10,75.1,6.1,16.6,True,True
2024-08-14 00:10:10,65.1,91.2,6.2,True,True
2024-08-14 00:10:10,55.1,91.2,100,False,False
2024-08-14 00:10:10,45.1,81.2,100,False,False
2024-08-14 00:10:10,35.1,81.2,100,False,False
2024-08-14 00:10:10,25.1,81.2,90,False,False
2024-08-14 00:10:10,15.1,81.2,90,False,False
2024-08-14 00:10:10,6.8,78.8,84.8,True,True
2024-08-14 00:10:10,25.8,21.7,9.3,False,True
2024-08-14 00:10:10,15.8,21.7,90,False,False
2024-08-14 00:10:10,5.8,11.7,90,True,False
2024-08-14 00:10:10,90,11.7,90,False,False
2024-08-14 00:10:10,80,11.7,80,False,False
2024-08-14 00:10:10,77.4,4.4,77.2,True,True
2024-08-14 00:10:11,67.4,100,67.2,False,False
2024-08-14 00:10:11,21.5,41.9,8.8,False,True
2024-08-14 00:10:11,11.5,31.9,100,False,False
2024-08-14 00:10:11,7.6,30.6,97.2,True,True
2024-08-14 00:10:11,70.4,7.6,78.0,True,True
2024-08-14 00:10:11,60.4,100,68.0,False,False
2024-08-14 00:10:11,50.4,100,68.0,False,False
2024-08-14 00:10:11,40.4,100,58.0,False,False
2024-08-14 00:10:11,30.4,90,58.0,False,False
2024-08-14 00:10:11,20.4,90,58.0,False,False
2024-08-14 00:10:11,10.4,80,58.0,True,False
2024-08-14 00:10:11,0.4,80,48.0,True,False
2024-08-14 00:10:11,62.1,43.0,8.1,True,True
2024-08-14 00:10:11,52.1,43.0,90,False,False
2024-08-14 00:10:11,42.1,33.0,90,False,False
2024-08-14 00:10:11,32.1,23.0,90,False,False
2024-08-14 00:10:11,22.9,9.3,77.6,False,True
2024-08-14 00:10:11,12.9,100,77.6,False,False
2024-08-14 00:10:11,5.3,90.9,64.0,True,True
2024-08-14 00:10:11,90,80.9,64.0,False,False
2024-08-14 00:10:11,80,80.9,64.0,False,False
2024-08-14 00:10:12,70,80.9,64.0,False,False
2024-08-14 00:10:12,60,70.9,64.0,False,False
2024-08-14 00:10:12,50,70.9,64.0,False,False
2024-08-14 00:10:12,40,60.9,64.0,False,False
2024-08-14 00:10:12,30,60.9,54.0,False,False
2024-08-14 00:10:12,20,60.9,44.0,False,False
2024-08-14 00:10:12,4.8,38.6,26.5,True,True
2024-08-14 00:10:12,81.9,24.5,6.0,True,True
2024-08-14 00:10:12,67.2,6.8,86.1,True,True
2024-08-14 00:10:12,2.8,57.5,20.7,True,True
2024-08-14 00:10:12,90,57.5,10.7,False,False
2024-08-14 00:10:12,80,57.5,0.7,True,False
2024-08-14 00:10:12,70,57.5,100,False,False
2024-08-14 00:10:12,11.8,7.1,55.3,True,True
2024-08-14 00:10:12,1.8,100,45.3,True,False
2024-08-14 00:10:12,90,100,45.3,False,False
2024-08-14 00:10:12,80,100,45.3,False,False
2024-08-14 00:10:12,70,90,45.3,False,False
2024-08-14 00:10:12,60,90,45.3,False,False
2024-08-14 00:10:12,50,90,45.3,False,False
2024-08-14 00:10:12,40,80,45.3,False,False
2024-08-14 00:10:13,7.1,57.1,11.8,True,True
2024-08-14 00:10:13,90,57.1,1.8,True,False
2024-08-14 00:10:13,80,57.1,100,False,False
2024-08-14 00:10:13,70,57.1,90,False,False
2024-08-14 00:10:13,60,57.1,90,False,False
2024-08-14 00:10:13,13.8,6.5,44.3,True,True
2024-08-14 00:10:13,3.8,100,44.3,True,False
2024-08-14 00:10:13,90,100,34.3,False,False
2024-08-14 00:10:13,80,100,34.3,False,False
2024-08-14 00:10:13,39.9,63.0,3.2,True,True
2024-08-14 00:10:13,29.9,53.0,100,False,False
2024-08-14 00:10:13,19.9,53.0,90,False,False
2024-08-14 00:10:13,9.9,53.0,90,True,False
2024-08-14 00:10:13,67.2,7.9,47.8,True,True
2024-08-14 00:10:13,57.2,100,37.8,False,False
2024-08-14 00:10:13,47.2,100,37.8,False,False
2024-08-14 00:10:13,18.3,81.8,5.0,True,True
2024-08-14 00:10:13,8.3,81.8,90,True,False
2024-08-14 00:10:14,48.2,7.6,36.9,True,True
2024-08-14 00:10:14,13.6,52.9,5.1,True,True
2024-08-14 00:10:14,3.6,52.9,90,True,False
2024-08-14 00:10:14,90,52.9,90,False,False
2024-08-14 00:10:14,80,52.9,90,False,False
2024-08-14 00:10:14,70,52.9,80,False,False
2024-08-14 00:10:14,60,42.9,80,False,False
2024-08-14 00:10:14,29.1,9.4,36.8,False,True
2024-08-14 00:10:14,19.1,90,36.8,False,False
2024-08-14 00:10:14,9.1,90,26.8,True,False
2024-08-14 00:10:14,90,90,26.8,False,False
2024-08-14 00:10:14,74.7,66.5,4.9,True,True
2024-08-14 00:10:14,64.7,66.5,90,False,False
2024-08-14 00:10:14,54.7,66.5,80,False,False
2024-08-14 00:10:14,9.7,15.4,37.8,True,True
2024-08-14 00:10:14,90,15.4,37.8,False,False
2024-08-14 00:10:14,80,15.4,27.8,False,False
2024-08-14 00:10:14,70,5.4,27.8,True,False
2024-08-14 00:10:14,60,100,17.8,False,False
2024-08-14 00:10:14,50,90,17.8,False,False
2024-08-14 00:10:14,35.4,85.4,5.9,True,True
2024-08-14 00:10:15,25.4,75.4,100,False,False
2024-08-14 00:10:15,15.4,65.4,100,False,False
2024-08-14 00:10:15,5.4,55.4,100,True,False
2024-08-14 00:10:15,90,55.4,100,False,False
2024-08-14 00:10:15,80,45.4,100,False,False
2024-08-14 00:10:15,70,35.4,100,False,False
2024-08-14 00:10:15,60,35.4,100,False,False
2024-08-14 00:10:15,43.5,6.2,72.7,True,True
2024-08-14 00:10:15,33.5,100,72.7,False,False
2024-08-14 00:10:15,23.5,100,72.7,False,False
2024-08-14 00:10:15,13.5,100,72.7,False,False
2024-08-14 00:10:15,6.1,84.0,63.3,True,True
2024-08-14 00:10:15,90,84.0,63.3,False,False
2024-08-14 00:10:15,80,74.0,63.3,False,False
2024-08-14 00:10:15,70,74.0,53.3,False,False
2024-08-14 00:10:15,60,74.0,53.3,False,False
2024-08-14 00:10:15,9.4,8.9,13.8,True,True
2024-08-14 00:10:15,90,90,13.8,False,False
2024-08-14 00:10:15,82.9,88.0,7.3,True,True
2024-08-14 00:10:15,72.9,88.0,100,False,False
2024-08-14 00:10:15,9.5,34.2,33.5,True,True
2024-08-14 00:10:16,90,34.2,23.5,False,False
2024-08-14 00:10:16,80,24.2,23.5,False,False
2024-08-14 00:10:16,70,24.2,23.5,False,False
2024-08-14 00:10:16,60,24.2,13.5,False,False
2024-08-14 00:10:16,51.6,11.4,3.4,True,True
2024-08-14 00:10:16,49.5,8.8,91.3,False,True
2024-08-14 00:10:16,39.5,100,91.3,False,False
2024-08-14 00:10:16,29.5,100,81.3,False,False
2024-08-14 00:10:16,8.6,75.5,55.8,True,True
2024-08-14 00:10:16,90,75.5,45.8,False,False
2024-08-14 00:10:16,80,75.5,35.8,False,False
2024-08-14 00:10:16,70,75.5,25.8,False,False
2024-08-14 00:10:16,58.9,68.6,10.0,False,True
2024-08-14 00:10:16,48.9,68.6,100,False,False
2024-08-14 00:10:16,38.9,68.6,100,False,False
2024-08-14 00:10:16,4.4,46.2,79.4,True,True
2024-08-14 00:10:16,90,46.2,69.4,False,False
2024-08-14 00:10:16,80,36.2,69.4,False,False
2024-08-14 00:10:16,70,36.2,59.4,False,False
2024-08-14 00:10:16,60,36.2,59.4,False,False
2024-08-14 00:10:17,50,26.2,59.4,False,False
2024-08-14 00:10:17,40,26.2,59.4,False,False
2024-08-14 00:10:17,30,26.2,49.4,False,False
2024-08-14 00:10:17,8.4,10.0,30.5,True,True
2024-08-14 00:10:17,86.6,80.2,4.0,True,True
2024-08-14 00:10:17,22.0,8.5,26.1,False,True
2024-08-14 00:10:17,8.7,88.3,9.0,True,True
2024-08-14 00:10:17,90,88.3,100,False,False
2024-08-14 00:10:17,9.7,8.1,7.4,True,True
2024-08-14 00:10:17,8.4,13.7,10.6,True,True
2024-08-14 00:10:17,94.7,7.8,5.3,True,True
2024-08-14 00:10:17,84.7,100,100,False,False
2024-08-14 00:10:17,74.7,100,90,False,False
2024-08-14 00:10:17,64.7,100,80,False,False
2024-08-14 00:10:17,54.7,100,70,False,False
2024-08-14 00:10:17,10.0,47.2,32.3,True,True
2024-08-14 00:10:17,90,47.2,22.3,False,False
2024-08-14 00:10:17,81.1,29.5,6.2,True,True
2024-08-14 00:10:17,53.7,9.9,75.6,False,True
2024-08-14 00:10:17,43.7,100,65.6,False,False
2024-08-14 00:10:18,33.7,100,65.6,False,False
2024-08-14 00:10:18,8.8,67.7,37.6,True,True
2024-08-14 00:10:18,90,57.7,37.6,False,False
2024-08-14 00:10:18,49.9,22.2,6.3,True,True
2024-08-14 00:10:18,39.9,12.2,100,False,False
2024-08-14 00:10:18,29.9,2.2,100,True,False
2024-08-14 00:10:18,19.9,100,100,False,False
2024-08-14 00:10:18,9.9,100,90,True,False
2024-08-14 00:10:18,90,90,90,False,False
2024-08-14 00:10:18,80,90,80,False,False
2024-08-14 00:10:18,70,90,80,False,False
2024-08-14 00:10:18,60,80,80,False,False
2024-08-14 00:10:18,50,80,80,False,False
2024-08-14 00:10:18,40,70,80,False,False
2024-08-14 00:10:18,7.1,44.6,59.4,True,True
2024-08-14 00:10:18,90,44.6,59.4,False,False
2024-08-14 00:10:18,80,44.6,59.4,False,False
2024-08-14 00:10:18,70,44.6,59.4,False,False
2024-08-14 00:10:18,60,44.6,49.4,False,False
2024-08-14 00:10:18,50,44.6,39.4,False,False
2024-08-14 00:10:18,27.9,4.3,3.6,True,True
2024-08-14 00:10:19,17.9,100,100,False,False
2024-08-14 00:10:19,9.7,90.3,84.5,True,True
2024-08-14 00:10:19,90,90.3,74.5,False,False
2024-08-14 00:10:19,80,90.3,74.5,False,False
2024-08-14 00:10:19,24.0,24.5,2.8,True,True
2024-08-14 00:10:19,14.0,24.5,100,False,False
2024-08-14 00:10:19,9.0,17.5,97.2,True,True
2024-08-14 00:10:19,92.3,1.8,81.3,True,True
2024-08-14 00:10:19,82.3,90,81.3,False,False
2024-08-14 00:10:19,72.3,90,71.3,False,False
2024-08-14 00:10:19,62.3,80,71.3,False,False
2024-08-14 00:10:19,52.3,70,71.3,False,False
2024-08-14 00:10:19,6.2,24.6,40.1,True,True
2024-08-14 00:10:19,82.2,8.9,25.2,False,True
2024-08-14 00:10:19,72.2,100,25.2,False,False
2024-08-14 00:10:19,62.2,100,25.2,False,False
2024-08-14 00:10:19,52.2,90,25.2,False,False
2024-08-14 00:10:19,42.2,90,25.2,False,False
2024-08-14 00:10:19,32.2,90,25.2,False,False
2024-08-14 00:10:19,22.2,90,25.2,False,False
2024-08-14 00:10:19,8.2,68.6,13.3,True,True
2024-08-14 00:10:20,90,68.6,3.3,True,False
2024-08-14 00:10:20,34.9,9.1,47.5,False,True
2024-08-14 00:10:20,3.6,67.7,12.8,True,True
2024-08-14 00:10:20,90,67.7,12.8,False,False
2024-08-14 00:10:20,84.6,65.5,3.8,True,True
2024-08-14 00:10:20,74.6,65.5,90,False,False
2024-08-14 00:10:20,28.3,8.4,39.7,True,True
2024-08-14 00:10:20,18.3,90,39.7,False,False
2024-08-14 00:10:20,8.6,79.1,22.2,True,True
2024-08-14 00:10:20,84.2,62.5,9.6,False,True
2024-08-14 00:10:20,42.0,7.0,57.0,True,True
2024-08-14 00:10:20,32.0,100,57.0,False,False
2024-08-14 00:10:20,9.1,66.2,22.6,True,True
2024-08-14 00:10:20,90,56.2,22.6,False,False
2024-08-14 00:10:20,80,56.2,12.6,False,False
2024-08-14 00:10:20,70,46.2,12.6,False,False
2024-08-14 00:10:20,60,46.2,12.6,False,False
2024-08-14 00:10:20,50,46.2,2.6,True,False
2024-08-14 00:10:20,10.1,9.3,71.5,True,True
2024-08-14 00:10:20,0.1,100,71.5,True,False
2024-08-14 00:10:20,90,100,71.5,False,False
2024-08-14 00:10:21,80,90,71.5,False,False
2024-08-14 00:10:21,70,90,61.5,False,False
2024-08-14 00:10:21,60,90,51.5,False,False
2024-08-14 00:10:21,50,90,51.5,False,False
2024-08-14 00:10:21,40,80,51.5,False,False
2024-08-14 00:10:21,30,80,41.5,False,False
2024-08-14 00:10:21,4.4,41.0,13.2,True,True
2024-08-14 00:10:21,90,41.0,3.2,True,False
2024-08-14 00:10:21,80,41.0,90,False,False
2024-08-14 00:10:21,70,41.0,90,False,False
2024-08-14 00:10:21,60,41.0,80,False,False
2024-08-14 00:10:21,41.5,9.7,58.4,False,True
2024-08-14 00:10:21,31.5,90,58.4,False,False
2024-08-14 00:10:21,9.5,67.7,28.9,True,True
2024-08-14 00:10:21,78.3,57.7,8.9,False,True
2024-08-14 00:10:21,68.3,47.7,100,False,False
2024-08-14 00:10:21,58.3,47.7,100,False,False
2024-08-14 00:10:21,48.3,47.7,90,False,False
2024-08-14 00:10:21,6.3,13.2,48.9,True,True
2024-08-14 00:10:22,94.1,6.9,43.5,True,True
2024-08-14 00:10:22,76.4,66.3,8.3,True,True
2024-08-14 00:10:22,66.4,56.3,100,False,False
2024-08-14 00:10:22,22.8,8.2,48.5,True,True
2024-08-14 00:10:22,12.8,100,38.5,False,False
2024-08-14 00:10:22,2.8,100,28.5,True,False
2024-08-14 00:10:22,90,90,28.5,False,False
2024-08-14 00:10:22,68.7,68.1,9.5,False,True
2024-08-14 00:10:22,58.7,58.1,100,False,False
2024-08-14 00:10:22,48.7,48.1,100,False,False
2024-08-14 00:10:22,38.7,48.1,100,False,False
2024-08-14 00:10:22,28.7,48.1,100,False,False
2024-08-14 00:10:22,18.7,48.1,100,False,False
2024-08-14 00:10:22,8.2,40.5,91.0,True,True
2024-08-14 00:10:22,90,40.5,91.0,False,False
2024-08-14 00:10:22,58.4,5.3,57.7,True,True
2024-08-14 00:10:22,9.6,49.2,10.6,True,True
2024-08-14 00:10:22,96.0,44.9,4.3,True,True
2024-08-14 00:10:22,86.0,34.9,100,False,False
2024-08-14 00:10:22,56.7,9.6,78.8,False,True
2024-08-14 00:10:22,46.7,100,68.8,False,False
2024-08-14 00:10:23,36.7,100,58.8,False,False
