Timestamp,cof_level,milk_level,con_level,pump_is_turn_on
2024/8/14 0:07,80,31.1,75.2,FALSE
2024/8/14 0:07,70,31.1,75.2,FALSE
2024/8/14 0:07,60,31.1,65.2,FALSE
2024/8/14 0:07,50,21.1,65.2,FALSE
2024/8/14 0:07,40,21.1,55.2,FALSE
2024/8/14 0:07,34,9.6,46.2,TRUE
2024/8/14 0:07,2.9,70.4,19.9,TRUE
2024/8/14 0:07,90,70.4,9.9,FALSE
2024/8/14 0:07,13,8.6,39.5,TRUE
2024/8/14 0:07,3,100,29.5,FALSE
2024/8/14 0:07,90,100,29.5,FALSE
2024/8/14 0:07,80,100,29.5,FALSE
2024/8/14 0:07,70,90,29.5,FALSE
2024/8/14 0:07,42.4,65.8,4.7,TRUE
2024/8/14 0:07,3,38.5,69.6,TRUE
2024/8/14 0:07,90,38.5,69.6,FALSE
2024/8/14 0:07,80,38.5,69.6,FALSE
2024/8/14 0:07,28.8,6.8,35.4,TRUE
2024/8/14 0:07,18.8,100,25.4,FALSE
2024/8/14 0:07,8.8,90,25.4,FALSE
2024/8/14 0:07,73.2,56.9,5.7,TRUE
2024/8/14 0:07,63.2,46.9,100,FALSE
2024/8/14 0:07,53.2,46.9,90,FALSE
2024/8/14 0:07,43.2,46.9,80,FALSE
2024/8/14 0:07,33.2,46.9,70,FALSE
2024/8/14 0:07,23.2,46.9,60,FALSE
2024/8/14 0:07,13.2,46.9,50,FALSE
2024/8/14 0:07,3.2,46.9,50,FALSE
2024/8/14 0:07,90,36.9,50,FALSE
2024/8/14 0:07,80,26.9,50,FALSE
2024/8/14 0:07,70,26.9,40,FALSE
2024/8/14 0:07,60,26.9,40,FALSE
2024/8/14 0:07,38.3,5.9,16.7,TRUE
2024/8/14 0:07,28.3,100,16.7,FALSE
2024/8/14 0:07,18.3,90,16.7,FALSE
2024/8/14 0:07,8.3,80,16.7,FALSE
2024/8/14 0:07,85.2,67.3,5.2,TRUE
2024/8/14 0:07,31.8,4.3,48.9,TRUE
2024/8/14 0:07,21.8,100,38.9,FALSE
2024/8/14 0:07,9.6,94.7,28.6,TRUE
2024/8/14 0:07,90,94.7,28.6,FALSE
2024/8/14 0:07,80,94.7,28.6,FALSE
2024/8/14 0:07,62.2,67.7,5.1,TRUE
2024/8/14 0:07,52.2,67.7,100,FALSE
2024/8/14 0:07,42.2,67.7,90,FALSE
2024/8/14 0:07,32.2,67.7,90,FALSE
2024/8/14 0:07,22.2,67.7,90,FALSE
2024/8/14 0:07,2.3,48.7,69,TRUE
2024/8/14 0:07,90,48.7,59,FALSE
2024/8/14 0:07,80,48.7,59,FALSE
2024/8/14 0:07,70,48.7,59,FALSE
2024/8/14 0:07,27.8,4,35.1,TRUE
2024/8/14 0:07,17.8,100,35.1,FALSE
2024/8/14 0:07,7.8,90,35.1,FALSE
2024/8/14 0:07,90,90,25.1,FALSE
2024/8/14 0:07,80,90,25.1,FALSE
2024/8/14 0:07,70,90,15.1,FALSE
2024/8/14 0:07,60,90,15.1,FALSE
2024/8/14 0:07,50,90,5.1,FALSE
2024/8/14 0:07,40,90,100,FALSE
2024/8/14 0:07,30,90,100,FALSE
2024/8/14 0:07,20,90,90,FALSE
2024/8/14 0:07,10,90,90,FALSE
2024/8/14 0:07,0,90,80,FALSE
2024/8/14 0:07,90,80,80,FALSE
2024/8/14 0:07,24,19.2,8.8,TRUE
2024/8/14 0:07,14,19.2,90,FALSE
2024/8/14 0:07,4,9.2,90,FALSE
2024/8/14 0:07,90,100,90,FALSE
2024/8/14 0:07,24.7,7.2,35.2,TRUE
2024/8/14 0:07,9.2,84.4,25,TRUE
2024/8/14 0:07,90,74.4,25,FALSE
2024/8/14 0:07,80,74.4,25,FALSE
2024/8/14 0:07,70,74.4,25,FALSE
2024/8/14 0:07,43.3,48.9,6.8,TRUE
2024/8/14 0:07,33.3,48.9,100,FALSE
2024/8/14 0:07,23.3,48.9,90,FALSE
2024/8/14 0:07,4,23.2,74.5,TRUE
2024/8/14 0:07,90,13.2,74.5,FALSE
2024/8/14 0:07,80,13.2,64.5,FALSE
2024/8/14 0:07,70,13.2,64.5,FALSE
2024/8/14 0:07,60,13.2,64.5,FALSE
2024/8/14 0:07,50,13.2,54.5,FALSE
2024/8/14 0:07,37,3.5,48.8,TRUE
2024/8/14 0:07,27,90,48.8,FALSE
2024/8/14 0:07,17,90,48.8,FALSE
2024/8/14 0:07,7,90,38.8,FALSE
2024/8/14 0:07,90,90,38.8,FALSE
2024/8/14 0:07,61.6,66.7,9.1,TRUE
2024/8/14 0:07,51.6,56.7,100,FALSE
2024/8/14 0:07,8.4,8,62.8,TRUE
2024/8/14 0:07,90,90,62.8,FALSE
2024/8/14 0:07,80,90,52.8,FALSE
2024/8/14 0:07,70,90,52.8,FALSE
2024/8/14 0:07,27.8,44.1,9.9,TRUE
2024/8/14 0:07,9.4,28.3,92.2,TRUE
2024/8/14 0:07,87.8,8.9,67.5,TRUE
2024/8/14 0:07,77.8,90,67.5,FALSE
2024/8/14 0:07,13.8,30.2,9,TRUE
2024/8/14 0:07,3.8,30.2,90,FALSE
2024/8/14 0:07,64.7,7.4,64,TRUE
2024/8/14 0:07,18,31.3,4.9,TRUE
2024/8/14 0:07,8,21.3,100,FALSE
2024/8/14 0:07,90,21.3,90,FALSE
2024/8/14 0:07,80,21.3,90,FALSE
2024/8/14 0:07,67,7.9,78.1,TRUE
2024/8/14 0:07,6.4,65,37,TRUE
2024/8/14 0:07,90,65,27,FALSE
2024/8/14 0:07,80,65,17,FALSE
2024/8/14 0:07,66.8,45.5,7.6,TRUE
2024/8/14 0:07,56.8,45.5,100,FALSE
2024/8/14 0:07,24.9,9.9,64.6,TRUE
2024/8/14 0:07,14.9,100,64.6,FALSE
2024/8/14 0:07,4.9,100,64.6,FALSE
2024/8/14 0:07,37.1,48.5,8.4,TRUE
2024/8/14 0:07,7.7,32.1,78.8,TRUE
2024/8/14 0:07,90,22.1,78.8,FALSE
2024/8/14 0:07,80,22.1,78.8,FALSE
2024/8/14 0:07,71.1,9.7,67.6,TRUE
2024/8/14 0:07,61.1,100,57.6,FALSE
2024/8/14 0:07,31.4,56.3,9.3,TRUE
2024/8/14 0:07,21.4,56.3,100,FALSE
2024/8/14 0:07,9.7,45.2,92.2,TRUE
2024/8/14 0:07,90,45.2,82.2,FALSE
2024/8/14 0:07,60.9,4.8,47.7,TRUE
2024/8/14 0:07,50.9,100,37.7,FALSE
2024/8/14 0:07,40.9,100,27.7,FALSE
2024/8/14 0:07,23.6,89.9,4.6,TRUE
2024/8/14 0:07,8.1,79.1,91.1,TRUE
2024/8/14 0:07,90,79.1,81.1,FALSE
2024/8/14 0:07,80,69.1,81.1,FALSE
2024/8/14 0:07,10.9,9.4,3.7,TRUE
2024/8/14 0:07,0.9,100,100,FALSE
2024/8/14 0:07,90,100,90,FALSE
2024/8/14 0:07,80,100,80,FALSE
2024/8/14 0:07,70,100,70,FALSE
2024/8/14 0:07,60,90,70,FALSE
2024/8/14 0:07,50,90,60,FALSE
2024/8/14 0:07,40,90,60,FALSE
2024/8/14 0:07,8.1,68.7,33.8,TRUE
2024/8/14 0:07,90,68.7,23.8,FALSE
2024/8/14 0:07,74.2,61.1,9.4,TRUE
2024/8/14 0:07,34.5,8.4,63.3,TRUE
2024/8/14 0:07,24.5,100,63.3,FALSE
2024/8/14 0:07,7.8,80.3,50.3,TRUE
2024/8/14 0:07,60.5,41.2,9,TRUE
2024/8/14 0:07,50.5,41.2,90,FALSE
2024/8/14 0:07,25.9,8.7,51.4,TRUE
2024/8/14 0:07,15.9,90,51.4,FALSE
2024/8/14 0:07,5.9,90,41.4,FALSE
2024/8/14 0:07,90,90,41.4,FALSE
2024/8/14 0:07,64.4,65.3,3,TRUE
2024/8/14 0:07,54.4,65.3,90,FALSE
2024/8/14 0:07,5.3,24.3,33,TRUE
2024/8/14 0:07,90,24.3,33,FALSE
2024/8/14 0:07,80,24.3,33,FALSE
2024/8/14 0:07,67.9,7.2,18.2,TRUE
2024/8/14 0:07,57.9,90,18.2,FALSE
2024/8/14 0:07,52.1,88.2,9.7,TRUE
2024/8/14 0:07,42.1,78.2,100,FALSE
2024/8/14 0:07,32.1,78.2,100,FALSE
2024/8/14 0:07,9.5,59.9,84.2,TRUE
2024/8/14 0:07,23.5,2.9,29.4,TRUE
2024/8/14 0:07,13.5,90,29.4,FALSE
2024/8/14 0:07,3.5,80,29.4,FALSE
2024/8/14 0:07,72.7,55.1,8.3,TRUE
2024/8/14 0:07,62.7,45.1,100,FALSE
2024/8/14 0:07,52.7,45.1,90,FALSE
2024/8/14 0:07,42.7,45.1,80,FALSE
2024/8/14 0:07,32.7,45.1,80,FALSE
2024/8/14 0:07,22.7,35.1,80,FALSE
2024/8/14 0:07,8.3,6.4,50.1,TRUE
2024/8/14 0:07,90,90,50.1,FALSE
2024/8/14 0:07,80,90,40.1,FALSE
2024/8/14 0:07,70,80,40.1,FALSE
2024/8/14 0:07,60,80,40.1,FALSE
2024/8/14 0:07,23,39.6,8.8,TRUE
2024/8/14 0:07,13,39.6,90,FALSE
2024/8/14 0:07,3,39.6,90,FALSE
2024/8/14 0:07,90,39.6,80,FALSE
2024/8/14 0:07,61.5,7.8,61.8,TRUE
2024/8/14 0:07,51.5,90,61.8,FALSE
2024/8/14 0:07,3.8,31.8,3.4,TRUE
2024/8/14 0:07,90,31.8,100,FALSE
2024/8/14 0:07,80,21.8,100,FALSE
2024/8/14 0:07,62.8,6.5,83.9,TRUE
2024/8/14 0:07,7.4,27.9,19.6,TRUE
2024/8/14 0:07,90,17.9,19.6,FALSE
2024/8/14 0:07,80,17.9,19.6,FALSE
2024/8/14 0:07,73.3,4.3,8.6,TRUE
2024/8/14 0:07,63.3,100,100,FALSE
2024/8/14 0:07,53.3,100,100,FALSE
2024/8/14 0:07,43.3,100,100,FALSE
2024/8/14 0:07,4.4,64.9,50.3,TRUE
2024/8/14 0:07,48.3,9.3,8.2,TRUE
2024/8/14 0:07,38.3,100,100,FALSE
2024/8/14 0:07,8.5,62.3,82.1,TRUE
2024/8/14 0:07,90,52.3,82.1,FALSE
2024/8/14 0:07,80,52.3,72.1,FALSE
2024/8/14 0:07,70,52.3,62.1,FALSE
2024/8/14 0:07,34.5,5.4,23,TRUE
2024/8/14 0:07,7.8,76.9,10.1,TRUE
2024/8/14 0:07,90,66.9,10.1,FALSE
2024/8/14 0:07,87.1,62.1,6.4,TRUE
2024/8/14 0:07,77.1,62.1,90,FALSE
2024/8/14 0:07,67.1,62.1,80,FALSE
2024/8/14 0:07,57.1,62.1,80,FALSE
2024/8/14 0:07,47.1,52.1,80,FALSE
2024/8/14 0:07,37.1,52.1,70,FALSE
2024/8/14 0:07,27.1,42.1,70,FALSE
2024/8/14 0:07,9.4,23.3,48.6,TRUE
2024/8/14 0:07,85.1,4.7,39.1,TRUE
2024/8/14 0:07,50,67.1,2.4,TRUE
2024/8/14 0:07,40,67.1,100,FALSE
2024/8/14 0:07,30,67.1,100,FALSE
2024/8/14 0:07,20,67.1,90,FALSE
2024/8/14 0:07,9.4,46.4,77.1,TRUE
2024/8/14 0:07,90,46.4,67.1,FALSE
2024/8/14 0:07,80,36.4,67.1,FALSE
2024/8/14 0:07,70,36.4,67.1,FALSE
2024/8/14 0:07,60,36.4,67.1,FALSE
2024/8/14 0:07,50,36.4,67.1,FALSE
2024/8/14 0:07,17.5,9.7,25.8,TRUE
2024/8/14 0:07,6.8,86.5,21.2,TRUE
2024/8/14 0:07,90,86.5,21.2,FALSE
2024/8/14 0:07,77,71.7,5.4,TRUE
2024/8/14 0:07,67,71.7,90,FALSE
2024/8/14 0:07,57,71.7,80,FALSE
2024/8/14 0:07,47,71.7,80,FALSE
2024/8/14 0:07,37,71.7,70,FALSE
2024/8/14 0:07,9.7,36,24.4,TRUE
2024/8/14 0:07,90,36,24.4,FALSE
2024/8/14 0:07,80,36,24.4,FALSE
2024/8/14 0:07,70,36,14.4,FALSE
2024/8/14 0:07,60,36,4.4,FALSE
2024/8/14 0:07,33.9,9.3,70.1,TRUE
2024/8/14 0:07,5.4,68.6,52.1,TRUE
2024/8/14 0:07,90,68.6,42.1,FALSE
2024/8/14 0:07,80,58.6,42.1,FALSE
2024/8/14 0:07,70,58.6,32.1,FALSE
2024/8/14 0:07,60,48.6,32.1,FALSE
2024/8/14 0:07,37.8,18,7.7,TRUE
2024/8/14 0:07,30.1,10,92,TRUE
2024/8/14 0:07,4.8,75.5,64.4,TRUE
2024/8/14 0:07,90,75.5,54.4,FALSE
2024/8/14 0:07,45,15.3,6.9,TRUE
2024/8/14 0:07,30.5,4.7,85,TRUE
2024/8/14 0:07,20.5,100,75,FALSE
2024/8/14 0:07,10.5,90,75,FALSE
2024/8/14 0:07,4.6,82.4,67.4,TRUE
2024/8/14 0:07,90,72.4,67.4,FALSE
2024/8/14 0:07,31.9,7.5,3,TRUE
2024/8/14 0:07,21.9,100,90,FALSE
2024/8/14 0:07,11.9,100,90,FALSE
2024/8/14 0:07,3.4,93.3,83.2,TRUE
2024/8/14 0:07,90,93.3,83.2,FALSE
2024/8/14 0:07,26.9,27.5,7.1,TRUE
2024/8/14 0:07,9.8,13.6,80.7,TRUE
2024/8/14 0:07,94.8,5.7,74.6,TRUE
2024/8/14 0:07,50.1,35.2,9.2,TRUE
2024/8/14 0:07,18.5,7.3,70.6,TRUE
2024/8/14 0:07,8.5,100,70.6,FALSE
2024/8/14 0:07,90,100,60.6,FALSE
2024/8/14 0:07,41.1,53.4,7,TRUE
2024/8/14 0:07,31.1,43.4,100,FALSE
2024/8/14 0:07,21.1,43.4,90,FALSE
2024/8/14 0:07,11.1,33.4,90,FALSE
2024/8/14 0:07,5.6,27.1,82.5,TRUE
2024/8/14 0:07,73.3,8.2,49.3,TRUE
2024/8/14 0:07,35.2,58.1,5.3,TRUE
2024/8/14 0:07,25.2,48.1,100,FALSE
2024/8/14 0:07,15.2,38.1,100,FALSE
2024/8/14 0:07,5.2,38.1,100,FALSE
2024/8/14 0:07,90,28.1,100,FALSE
2024/8/14 0:07,80,18.1,100,FALSE
2024/8/14 0:07,70,18.1,100,FALSE
2024/8/14 0:07,60,18.1,100,FALSE
2024/8/14 0:07,50,18.1,100,FALSE
2024/8/14 0:07,40,18.1,100,FALSE
2024/8/14 0:07,31.2,4.1,82.9,TRUE
2024/8/14 0:07,7.7,78.2,52,TRUE
2024/8/14 0:07,90,68.2,52,FALSE
2024/8/14 0:07,57.3,33.8,4.2,TRUE
2024/8/14 0:07,26.3,6.5,72.9,TRUE
2024/8/14 0:07,16.3,90,72.9,FALSE
2024/8/14 0:07,6.3,80,72.9,FALSE
2024/8/14 0:07,90,80,72.9,FALSE
2024/8/14 0:07,80,70,72.9,FALSE
2024/8/14 0:07,70,60,72.9,FALSE
2024/8/14 0:07,60,60,62.9,FALSE
2024/8/14 0:07,50,60,62.9,FALSE
2024/8/14 0:07,40,60,62.9,FALSE
2024/8/14 0:07,30,50,62.9,FALSE
2024/8/14 0:07,20,40,62.9,FALSE
2024/8/14 0:07,10,40,52.9,FALSE
2024/8/14 0:07,8.5,36.3,44.8,TRUE
2024/8/14 0:07,90,36.3,44.8,FALSE
2024/8/14 0:07,61,7,11.3,TRUE
2024/8/14 0:07,51,100,11.3,FALSE
2024/8/14 0:07,41,100,1.3,FALSE
2024/8/14 0:07,31,90,100,FALSE
2024/8/14 0:07,21,90,90,FALSE
2024/8/14 0:07,4.8,84.3,81.8,TRUE
2024/8/14 0:07,90,84.3,71.8,FALSE
2024/8/14 0:07,17.8,4.3,10.6,TRUE
2024/8/14 0:07,7.8,100,10.6,FALSE
2024/8/14 0:07,94.5,96.1,6,TRUE
2024/8/14 0:07,84.5,96.1,90,FALSE
2024/8/14 0:07,74.5,96.1,90,FALSE
2024/8/14 0:07,64.5,96.1,80,FALSE
2024/8/14 0:07,54.5,86.1,80,FALSE
2024/8/14 0:07,44.5,86.1,80,FALSE
2024/8/14 0:07,34.5,86.1,70,FALSE
2024/8/14 0:07,24.5,76.1,70,FALSE
2024/8/14 0:07,14.5,76.1,60,FALSE
2024/8/14 0:07,6.3,69,58.2,TRUE
2024/8/14 0:07,90,69,58.2,FALSE
2024/8/14 0:07,80,59,58.2,FALSE
2024/8/14 0:07,70,59,58.2,FALSE
2024/8/14 0:07,60,59,58.2,FALSE
2024/8/14 0:07,50,49,58.2,FALSE
2024/8/14 0:07,40,39,58.2,FALSE
2024/8/14 0:07,30,29,58.2,FALSE
2024/8/14 0:07,20,29,48.2,FALSE
2024/8/14 0:07,7.4,15.4,33.1,TRUE
2024/8/14 0:07,95.1,9.6,17.3,TRUE
2024/8/14 0:07,85.1,100,17.3,FALSE
2024/8/14 0:07,75.1,90,17.3,FALSE
2024/8/14 0:07,65.1,90,17.3,FALSE
2024/8/14 0:07,57.8,75.3,6.5,TRUE
2024/8/14 0:07,47.8,65.3,100,FALSE
2024/8/14 0:07,3.6,4.5,45.7,TRUE
2024/8/14 0:07,90,100,35.7,FALSE
2024/8/14 0:07,80,100,25.7,FALSE
2024/8/14 0:07,62.8,88.1,8.5,TRUE
2024/8/14 0:07,52.8,88.1,100,FALSE
2024/8/14 0:07,42.8,78.1,100,FALSE
2024/8/14 0:07,32.8,78.1,100,FALSE
2024/8/14 0:07,22.8,78.1,90,FALSE
2024/8/14 0:07,12.8,68.1,90,FALSE
2024/8/14 0:07,9.1,62.8,83.5,TRUE
2024/8/14 0:07,54,5.9,28.1,TRUE
2024/8/14 0:07,44,100,28.1,FALSE
2024/8/14 0:07,34,100,28.1,FALSE
2024/8/14 0:07,24,100,28.1,FALSE
2024/8/14 0:07,14,100,18.1,FALSE
2024/8/14 0:07,4,100,8.1,FALSE
2024/8/14 0:07,90,90,100,FALSE
2024/8/14 0:07,3.2,5.4,27.9,TRUE
2024/8/14 0:07,90,100,27.9,FALSE
2024/8/14 0:07,71.3,79.9,7.6,TRUE
2024/8/14 0:07,61.3,79.9,100,FALSE
2024/8/14 0:07,51.3,79.9,100,FALSE
2024/8/14 0:07,9.6,44.9,64.1,TRUE
2024/8/14 0:07,90,44.9,64.1,FALSE
2024/8/14 0:07,53.9,4.5,29.9,TRUE
2024/8/14 0:07,29.4,72.3,8.2,TRUE
2024/8/14 0:07,19.4,62.3,100,FALSE
2024/8/14 0:07,9.4,52.3,100,FALSE
2024/8/14 0:07,90,52.3,100,FALSE
2024/8/14 0:07,80,42.3,100,FALSE
2024/8/14 0:07,50.4,4.3,73.4,TRUE
2024/8/14 0:07,40.4,100,63.4,FALSE
2024/8/14 0:07,7.3,59.9,39.7,TRUE
2024/8/14 0:07,60.8,29.6,5,TRUE
2024/8/14 0:07,50.8,29.6,90,FALSE
2024/8/14 0:07,40.8,29.6,90,FALSE
2024/8/14 0:07,30.8,19.6,90,FALSE
2024/8/14 0:07,20.8,19.6,80,FALSE
2024/8/14 0:07,10.8,19.6,70,FALSE
2024/8/14 0:07,0.8,9.6,70,FALSE
2024/8/14 0:07,90,100,60,FALSE
2024/8/14 0:07,80,100,60,FALSE
2024/8/14 0:07,26.8,33.7,5.8,TRUE
2024/8/14 0:07,16.8,33.7,90,FALSE
2024/8/14 0:07,8.6,26.9,81.9,TRUE
2024/8/14 0:07,86.5,9.3,60.7,TRUE
2024/8/14 0:07,76.5,100,60.7,FALSE
2024/8/14 0:07,66.5,100,60.7,FALSE
2024/8/14 0:07,56.5,100,60.7,FALSE
2024/8/14 0:07,46.5,90,60.7,FALSE
2024/8/14 0:07,36.5,90,60.7,FALSE
2024/8/14 0:07,26.5,80,60.7,FALSE
2024/8/14 0:07,16.5,80,50.7,FALSE
2024/8/14 0:07,6.5,70,50.7,FALSE
2024/8/14 0:07,90,60,50.7,FALSE
2024/8/14 0:07,80,60,40.7,FALSE
2024/8/14 0:07,70,60,40.7,FALSE
2024/8/14 0:07,46.5,39.3,8.5,TRUE
2024/8/14 0:07,36.5,29.3,100,FALSE
2024/8/14 0:07,26.5,29.3,100,FALSE
2024/8/14 0:07,9.1,18.2,82.5,TRUE
2024/8/14 0:07,90,18.2,82.5,FALSE
2024/8/14 0:07,80,18.2,82.5,FALSE
2024/8/14 0:07,71,10,80.6,TRUE
2024/8/14 0:07,61,100,70.6,FALSE
2024/8/14 0:07,51,100,70.6,FALSE
2024/8/14 0:07,41,90,70.6,FALSE
2024/8/14 0:07,7.5,57.8,28.9,TRUE
2024/8/14 0:07,90,47.8,28.9,FALSE
2024/8/14 0:07,75.8,35.3,7.9,TRUE
2024/8/14 0:07,54.5,9.2,72.9,TRUE
2024/8/14 0:07,44.5,100,72.9,FALSE
2024/8/14 0:07,6,68.4,47.8,TRUE
2024/8/14 0:07,90,68.4,37.8,FALSE
2024/8/14 0:07,80,68.4,37.8,FALSE
2024/8/14 0:07,70,58.4,37.8,FALSE
2024/8/14 0:07,38.4,22.2,5.7,TRUE
2024/8/14 0:07,28.4,22.2,90,FALSE
2024/8/14 0:07,18.4,12.2,90,FALSE
2024/8/14 0:07,8.4,12.2,80,FALSE
2024/8/14 0:07,90,12.2,70,FALSE
2024/8/14 0:07,86.4,3.7,61.5,TRUE
2024/8/14 0:07,76.4,100,51.5,FALSE
2024/8/14 0:07,66.4,100,51.5,FALSE
2024/8/14 0:07,56.4,100,41.5,FALSE
2024/8/14 0:07,46.4,90,41.5,FALSE
2024/8/14 0:07,36.4,90,31.5,FALSE
2024/8/14 0:07,26.4,80,31.5,FALSE
2024/8/14 0:07,16.4,70,31.5,FALSE
2024/8/14 0:07,6.4,70,21.5,FALSE
2024/8/14 0:07,83.5,54.4,8.9,TRUE
2024/8/14 0:07,73.5,54.4,100,FALSE
2024/8/14 0:07,63.5,54.4,100,FALSE
2024/8/14 0:07,53.5,54.4,90,FALSE
2024/8/14 0:07,43.5,54.4,90,FALSE
2024/8/14 0:07,33.5,54.4,80,FALSE
2024/8/14 0:07,23.5,54.4,70,FALSE
2024/8/14 0:07,13.5,54.4,70,FALSE
2024/8/14 0:07,3.5,54.4,60,FALSE
2024/8/14 0:07,90,54.4,50,FALSE
2024/8/14 0:07,80,44.4,50,FALSE
2024/8/14 0:07,70,34.4,50,FALSE
2024/8/14 0:07,60,34.4,40,FALSE
2024/8/14 0:07,50,34.4,40,FALSE
2024/8/14 0:07,40,24.4,40,FALSE
2024/8/14 0:07,21.1,7.4,22.7,TRUE
2024/8/14 0:07,5.9,90.6,6,TRUE
2024/8/14 0:07,90,90.6,100,FALSE
2024/8/14 0:07,80,90.6,90,FALSE
2024/8/14 0:07,70,90.6,80,FALSE
2024/8/14 0:07,60,90.6,80,FALSE
